is_bad,member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code,Partition
No,M0989493,Fully Paid,Gregs collision center,10+ years,RENT,60000,n,I want to lower my interest rates and pay it of sooner Thank you everyone,902xx,CA,17.46,0,1/1/99,1,NA,NA,8,0,15.4,10,FALSE,0,NA,15%,1,V
No,M0819349,Fully Paid,NCR Corp,10+ years,MORTGAGE,97500,n,This loan is for travel and expenses related to my green card collection. My card has now been allocated and I need to fly myself and the other 3 members of my family to an overseas US consulate to get the cards. We have been living in the US since 2002 on a corporate sponsored visa. I have been employed by the same company since 1999. .,305xx,GA,11.88,0,8/1/01,1,NA,NA,7,0,11.6,14,FALSE,0,NA,12%,1,V
No,M0670498,Fully Paid,Cooper Square Realty  Inc,2 years,RENT,45000,n,"I plan to use this loan to consolidate and pay off my credit card debt.  I have never missed a cc payment, however I often paid only the minimum.  I was recently promoted at my current job and along with this promotion came a sizeable pay increase which now allows me the freedom to focus on getting out of debt instead of just ""treading water"" by making minimum payments. If someone would like to fund the rest of my loan before 6PM est today, it would be greatly appreciated.  Thank you.",101xx,NY,20.4,0,11/1/03,0,NA,NA,13,0,73.1,15,FALSE,0,NA,73%,1,V
Yes,M1192821,Charged Off,American Airlines,10+ years,MORTGAGE,33000,n,pay off credit cards,857xx,AZ,8,0,4/1/96,0,56,NA,5,0,78.9,24,FALSE,0,NA,79%,1,V
Yes,M0302314,Charged Off,Majestic West Excavation & Development,10+ years,MORTGAGE,75000,n,Paying off credit cards and a personal loan. I charged my credit cards and took a personal loan out for an investment.  The investment looks to be doing well but does not pay back for 12 months. I have a great job with ownership in the company and just recently heard about LendingClub. I think this is a great idea and will be lending money soon.,841xx,UT,21.06,0,2/1/94,1,46,99,8,1,71.9,29,FALSE,0,NA,72%,1,V
No,M0819704,Fully Paid,Government,10+ years,MORTGAGE,84996,n,,285xx,NC,7.05,0,8/1/89,0,NA,NA,9,0,44.4,28,FALSE,0,NA,44%,1,V
Yes,M0647959,Charged Off,starwood,2 years,RENT,28800,n,"Just looking to consoldate certain debt $4800 worth as well as buy some gold. I have five years of solid credit history, reliable income and low overhead.",750xx,TX,6.38,0,10/1/05,0,NA,NA,6,0,44.9,10,FALSE,0,NA,45%,1,V
No,M0413262,Fully Paid,BearingPoint,3 years,RENT,60000,n,"I am a fiscally responsible adult purchasing an engagement ring from savings. As this will significantly deplete my savings balance, I would like to borrow money to pad my savings in case of an unforeseen need to access cash.  I am a Management & Technology Consultant for a global firm, work in New York City, and currently have no personal debt. I paid off my college debt of $12k a few years ago, and I pay off my credit cards every month.  My current savings balance is $13k and I am purchasing a $10k engagement ring. I have worked for the same company for 4 years and was recently promoted.",100xx,NY,1.06,0,3/1/96,0,NA,NA,6,0,16.4,9,FALSE,0,NA,16%,1,V
No,M0867058,Fully Paid,"The Charles Machine Works, Inc.",10+ years,MORTGAGE,59000,n,I want to pay off two small credit cards and get rid of carpet in my house and replace with new wood floors.,740xx,OK,3.42,0,2/1/90,0,NA,NA,5,0,6.8,17,FALSE,0,NA,7%,1,V
No,M0200175,Fully Paid,Cullum Constructors,1 year,RENT,30000,n,"About me: I'm a young, ambitious, and excited student, father and future husband. The most important things in the world to me are my fiancee and her daughter, whose second birthday party I just had the pleasure of attending last month. I have a good job that I enjoy. I love to travel, speak foreign languages, and play the piano, and I'm a proud math/computer geek.  Purpose of loan: I'm finishing school! Since graduating high school in 03, I was a full-time student for two years, a half-time student in Germany for one semester, and part-time or no-time for the rest. Part of the reason is financial, part of it is personal, but all of it is behind me and I'm ready to commit to a non-stop trip to Diploma Town.  And I want you to come with me! I don't want this to be an impersonal ""you give me money, I say thanks and make payments"" kind of thing. I want you to get to know me, and see what your money is doing! Through a blog I promise to update regularly, you'll get to see the positive impact you're having on me and my family, and I'll also be happy to share news of my academic performance so you can see you're not throwing the money away on some loser. Maybe we could even turn this from just an investment into a friendship. By funding this loan, you are saving me from working 80 hours a week, giving me time to focus equally on my job and education, with plenty left over for my family.  I have just been accepted as a transfer student to the University of Illinois at Springfield, to pursue a B.A. in Mathematical Sciences. I will need 49 credit hours to finish. By my calculation, the total cost will be approximately $12,500 including books and fees, of which I am seeking 30% with this loan. I will be beginning in June with a scheduled completion in May 2010.  My goal is to break into the actuarial profession. If you're unfamiliar with it, actuaries are basically paid very well (often six figures) to predict the future--that is, calculate risk, particularly associated with insurance. It's a very important, but reportedly very low-stress profession. The latter is critical to me, because I want to spend as much time as possible with my family.  My financial situation: My fiancee and I both work full-time. I have a well-paying job as an entry-level manager for a construction company, and she's a barista (caffeine dealer). Our expenses are low for our area--we live in a duplex and both of our cars were pretty used when we got them. She takes care of most of the cost of food as well as diapers and such. I pay the bills, as you'll see below, except for rent, which is split between us. Although money from both sources will be probably be used to pay back this loan, and some cuts will be made from the budget listed below, I have listed only my own income and itemized my spending as of now.  My relatively weak credit score is a reflection of my high debt-to-income ratio, caused by a Stafford loan and a couple of credit cards to which my medical equipment and a trip to visit family in Philadelphia were recently charged, as well as a signature loan we used to fund our recent move and a mass of doctor‰Ûªs bills and auto repairs from last year. All of that is now resolved and we are paying everything down, and I‰Ûªve never missed a payment on anything.",294xx,SC,29.6,0,9/1/03,1,0,0,6,0,58.5,6,FALSE,0,NA,58%,1,V
No,M1080061,Fully Paid,Aerus Medical Staffing,10+ years,RENT,35000,n,,800xx,CO,20.88,0,3/1/98,2,NA,NA,4,0,83.8,24,FALSE,0,NA,84%,1,V
No,M0356039,Fully Paid,Caymanarts Inc.,3 years,RENT,82000,n,In my earlier life I had lots of debt due to high interest rate cards and it seemed like as much as I made the payments the amount stayed the same. I got out of it with a great career and my credit is good. Nowadays whenever I accumulate a small amout of debt I just want to pay it off as fast as I can. If I can get a loan with a lot less interest than my credit card why not try. Just makes common sense.  I have one credit card which is a Citi Amex that I would like to pay off as fast as I can.  Thanks,334xx,FL,8.34,0,5/1/86,0,38,NA,3,0,69.3,8,FALSE,0,NA,69%,1,V
No,M0869217,Fully Paid,"All Covered, Inc.",7 years,MORTGAGE,52000,n,,212xx,MD,8.58,0,11/1/00,1,NA,NA,7,0,69.8,12,FALSE,0,NA,70%,1,V
No,M0887155,Fully Paid,Hostway Corporation,5 years,RENT,50000,n,"I am currently saving up for my wedding and, coupled with the high interest rates on older credit cards, I have been unable to save for the wedding and pay off my credit cards at an acceptable rate.  Outside of the credit card debt I am attempting to consolidate, I have a car payment and student loans which I can handle.",606xx,IL,16.15,0,1/1/03,1,NA,NA,9,0,51.6,15,FALSE,0,NA,52%,1,V
No,M1031459,Fully Paid,Baltimore County Public Schools,6 years,MORTGAGE,49200,n,"Hello! Thank you for considering my loan. I want to pay off a credit card that has a balance of approximately $4,700 and APR of 20.24%. The credit card lender refuses to lower my APR even though I have good payment history. I can't seem to make a dent in the balance because I'm essentially paying only on the interest each month. I would greatly appreciate your help. Thank you!",212xx,MD,24.32,0,10/1/95,0,55,NA,12,0,69.4,33,FALSE,0,NA,69%,1,V
No,M1290863,Fully Paid,6th Avenue Outfitters,4 years,RENT,45000,n,,995xx,AK,19.39,0,6/1/01,0,NA,NA,10,0,63.2,15,FALSE,0,NA,63%,1,V
No,M0152635,Fully Paid,BAE Systems,2 years,RENT,62000,n,"I am in need of of loan so that I can pay a down payment to the venue that we are booking for our wedding.  I will need the loan in 2-3 weeks.  I will be able to pay off the loan within a 6 month period.  Within the last year I just graduated college, so I do not have the funds built up quite yet.  I do have a stable job as a systems engineer, so I kindly ask for anyone's assistance.  Thank you.",201xx,VA,11.98,0,12/1/02,0,0,0,9,0,83.2,12,FALSE,0,NA,83%,1,V
No,M1230481,Fully Paid,Baschnagel Bros.,< 1 year,MORTGAGE,76800,n,,902xx,CA,21.34,0,4/1/91,2,46,NA,10,0,97,27,FALSE,0,NA,97%,1,V
No,M0757290,Fully Paid,The Hartford Insurance Company,10+ years,RENT,78000,n,,060xx,CT,13.09,0,8/1/98,4,59,101,8,1,39.1,30,FALSE,0,NA,39%,1,V
No,M0936393,Current,Gravitate Design Studio,1 year,MORTGAGE,30720,n,,986xx,WA,10.16,0,11/1/03,0,NA,NA,6,0,47.4,12,FALSE,0,NA,47%,1,V
No,M1064485,Current,pci health training,10+ years,RENT,42000,n,I will use this money to pay for  a trip that must be paid in full at reservation time. Then I can pay the loan back monthly.,750xx,TX,21.17,0,11/1/84,2,NA,NA,25,0,16.6,37,FALSE,0,NA,17%,1,V
No,M1260773,Fully Paid,Jones Lang Lasalle,1 year,RENT,50000,n,I am planning on using my loan to cover the expenses incurred from moving from Minneapolis to Atlanta. I have been with Jones Lang Lasalle for over year and have just completed a transfer. I have a very high credit score and never defaulted. I have just paid off 2 cars and a personal loan to capital one.,300xx,GA,4.97,0,1/1/91,0,NA,NA,15,0,6.6,26,FALSE,0,NA,7%,1,V
No,M1195268,Fully Paid,Baylor University Medical Center,1 year,RENT,62000,n,,750xx,TX,9.89,0,8/1/08,2,NA,NA,7,0,66.2,7,FALSE,0,NA,66%,1,V
No,M1053506,Fully Paid,walmart distribution,2 years,MORTGAGE,36000,n,"I am looking to buy a more fuel efficient vehicle as I drive about 400 miles a week.  My current truck only gets 18 mpg, so my fuel costs almost as much as my car payment",134xx,NY,18.83,0,6/1/01,0,NA,NA,11,0,8.9,13,FALSE,0,NA,9%,1,V
Yes,M0820684,Charged Off,Service By Air Inc,10+ years,MORTGAGE,170000,n,I am looking to pay off credit card balances by refinancing my credit card debt at a lower rate and applying the savings to the remaining balances.,905xx,CA,8.49,0,12/1/79,2,38,109,10,1,85.3,29,FALSE,0,NA,85%,1,V
No,M0904991,Fully Paid,Posse Atlanta,2 years,RENT,15360,n,,303xx,GA,19.77,0,1/1/06,0,NA,NA,5,0,3.7,5,FALSE,0,NA,4%,1,V
No,M1072298,Fully Paid,Septa,10+ years,RENT,65000,n,Loans to fit my needs.   thank you. Thank you. null,194xx,PA,22.06,0,1/1/04,2,56,NA,4,0,0,12,FALSE,0,NA,0%,1,V
No,M1213968,Current,Florida Power and Light,6 years,MORTGAGE,70000,n,Owned home for 7 years and would like to remodel our kitchen and to make our investment worth more money.,333xx,FL,6.89,0,8/1/98,2,54,NA,15,0,21,32,FALSE,0,NA,21%,1,V
No,M0936201,Fully Paid,Orkin Pest Control,5 years,RENT,130000,n,"Loan will be used to purchase a bank owned foreclosure which will be used as my primary residence. Cash deals plus owner occupied shoot to the top of the list. Have $200,000 to put down and will need an additional $30-$40K. This will not be a fixer upper, investment or money pit, but will be used as my primary home. Many brand new homes selling for 1/2 of what they were at the peak in the area.  Executive at a large corporation. Annual salary of $150,000. Virtually no debt. Only ding on credit is a Deed in Lieu on a rental property I owned in Florida from a couple of years ago. All delinquencies on credit report are associated with this DIL. Would do a traditional mortgage but there is a 2-3 year lockout from most lenders if you have a DIL, shortsale or foreclosure on your record, even if it was an investment property.  Monthly income: $12,000 Housing :$1,600 (renting currently until home purchase) Utilities/Cable/Ph - $500 Food/Basics - $1300 Auto - $0 (company car + gas card) Credit Card - $400 Loan will be used to purchase a bank owned property (REO/Foreclosure) with cash which will be used as my primary residence. I have $200,000 cash and needed $30-$40K to be in the best range. Cash deals + owner occupied shoot to the top of the list in offers on a REO or foreclosed property. City was extremely overbuilt and large quality homes which have entered into foreclosure abound. Home will be virtually brand new and will not be a fixer upper, investment property or money pit. Will be occupying this as primary residence.  Reasons for cash purchase: I had a Deed in Lieu on a rental property I owned in SW Florida 2 years ago. There is a 2-3 year lock out on obtaining a mortgage if you have a DIL, short sale or foreclosure, even if it was an investment property. I have excellent credit other than the DIL on the investment property and all delinquincies on my report are associated with that property.",302xx,GA,4.1,1,2/1/97,3,17,NA,7,0,23.1,37,FALSE,0,NA,23%,1,V
No,M0866570,Fully Paid,Alamance Regional Medical Center,10+ years,MORTGAGE,87000,n,debt consolidation debt consolidation debt consolidation,272xx,NC,14.44,0,11/1/94,1,NA,NA,5,0,0,29,FALSE,0,NA,0%,1,V
No,M0819756,Fully Paid,BAE Systems,1 year,RENT,27880,n,,030xx,NH,1.81,0,2/1/90,2,NA,NA,3,0,81.7,5,FALSE,0,NA,82%,1,V
No,M1064104,Fully Paid,"Health Solutions Services, Inc.",2 years,RENT,30720,n,,701xx,LA,19.45,0,9/1/04,0,NA,NA,9,0,16.1,19,FALSE,0,NA,16%,1,V
No,M0964131,Fully Paid,SuccessFactors,2 years,RENT,75000,n,,200xx,DC,10.22,0,11/1/04,0,NA,NA,6,0,41.9,10,FALSE,0,NA,42%,1,V
No,M0803145,Fully Paid,Teledyne Brown Engineering,10+ years,MORTGAGE,77237,n,,358xx,AL,1.85,0,1/1/97,1,NA,NA,5,0,5.5,19,FALSE,0,NA,6%,1,V
No,M0881969,Fully Paid,Progressive Insurance,5 years,RENT,62000,n,I plan to use this loan in order to pay off four major credit cards that i have which will save me approximately $200/mth. I have never been late on my credit card payments so I am confident that I will be able to abide by the terms of this loan. I work as an insurance adjuster and have been there five years so I do have a steady flow of income also. Thank you for considering investing in my loan. I have made a public snapshot available of the four credit cards on at readyforzero.com. Here is the link for access to view https://www.readyforzero.com/snapshot/a5814c3a13864c86,923xx,CA,19.61,0,11/1/98,0,NA,NA,12,0,83.1,37,FALSE,0,NA,83%,1,V
No,M0946397,Current,Par Electric,3 years,MORTGAGE,85000,n,,920xx,CA,6.37,0,6/1/98,0,NA,NA,6,0,0,11,FALSE,0,NA,0%,1,V
No,M1244566,Fully Paid,Palmateer Insurance,1 year,RENT,30000,n,,480xx,MI,10.36,0,9/1/06,3,NA,NA,7,0,79.9,10,FALSE,0,NA,80%,1,V
No,M1092745,Fully Paid,Edmunds.com,6 years,MORTGAGE,45000,n,,904xx,CA,22.29,0,11/1/96,0,NA,NA,16,0,53,31,FALSE,0,NA,53%,1,V
No,M0853996,Fully Paid,brooks howell home,7 years,RENT,28000,n,I work in nursing have been at the same job for 7yrs before that I was at the same job for 13 yrs. My monthly budget is 1370.00 also my daughter lives with me and she helps with her income . My living room flooring needs to be replaced.,287xx,NC,22.24,0,10/1/00,2,34,NA,7,0,41.1,25,FALSE,0,NA,41%,1,V
No,M0511755,Fully Paid,Jacuzzi,4 years,RENT,31221,n,I am interested in obtaining a loan to consolidate credit card balances,752xx,TX,5.69,0,11/1/02,1,NA,NA,6,0,63.8,6,FALSE,0,NA,64%,1,V
