loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,policy_code,loan_status,Partition
3500,3500, 36 months,12.21%,116.61,B,B5,VA Medical Center,10+ years,MORTGAGE,68004,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=394882," My wife and I are working on trying to adopt 2 children.  We have 1 boy age 6 and have tried having another but been through 2 miscarriages.  We've begun going through the process of looking to adopt a brother and sister sibling group.  I was looking into a way that my wife could work from home and started looking into jewelry beads and finished sets.  She enjoys making jewelry from time to time as a hobby so she and I talked about it and decided that this would be a good fit for her.  I ordered $800 of finished jewelry out of India and searched for the best deal I could find for loose beads and found a manufacturer in China to do business with.  I went through the website and found a little over $2000 of supplies.  I have a revolving personal line of credit with Bank of America for $35000, well I did, and when I called to have $3500 from that added to my account, they lowered my credit line even though I've never been late on a payment, never missed a payment, excellent credit, but I have too much credit.  I pay more than the minimum on this account each month.  I would just like to get these supplies so I can get this business going.",small_business,To start a bead business,767xx,TX,17.82,0,11/1/90,3,,,4,0,53059,89.9,35,f,1,0,H
35000,35000, 60 months,20.99%,946.68,F,F3,Cox Communications,10+ years,MORTGAGE,93000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=762082,"  Borrower added on 05/28/11 > This loan is to pay off an existing card which in turn will lower my monthly payments, not to mention giving me an actual end date to be repaid.  I have been at my current job for 26 years and have always repaid my debt.  I have never filed bankruptcyor been late with any of my payments.<br/>",debt_consolidation,Consolidation52811,234xx,VA,22.68,0,11/1/96,0,,,3,0,51648,96.4,35,f,1,0,H
3600,3600, 36 months,7.49%,111.97,A,A4,UT Southwestern,< 1 year,RENT,30000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=772665,,medical,lending club loan,750xx,TX,15.72,0,2/1/07,0,,,8,0,650,7.7,9,f,1,0,H
10000,10000, 60 months,14.91%,237.43,D,D2,Citizens Bank,5 years,RENT,35000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=679159,  Borrower added on 02/18/11 > I would like my account to found asap<br/> Borrower added on 02/18/11 > I would like my account to found asap. I would really like to just have one payment a month. Thanks<br/>,debt_consolidation,Debt Consolidation,028xx,RI,10.35,0,6/1/04,2,61,,14,0,10957,48.7,23,f,1,0,H
1500,1500, 36 months,7.29%,46.52,A,A4,Miami University,< 1 year,RENT,9600,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=714370,,debt_consolidation,College Summer Semester,450xx,OH,18.75,0,7/1/95,0,,,2,0,748,4.2,4,f,1,0,H
21000,21000, 36 months,7.90%,657.1,A,A4,CURRY AUTO,10+ years,MORTGAGE,150500,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061133,,debt_consolidation,Debt Consolidation Loan,109xx,NY,3.69,0,6/1/00,0,,,11,0,21887,67.8,34,f,1,0,H
6825,6825, 36 months,5.42%,205.85,A,A1,bonefish,< 1 year,RENT,24000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=651118,  Borrower added on 01/10/11 > Credit card consolidation<br/>,debt_consolidation,Debt Consolidation Loan,727xx,AR,9.4,0,7/1/81,1,,,11,0,2283,12.3,25,f,1,0,H
11625,11625, 60 months,19.03%,301.76,E,E2,SunTrust Bank,7 years,RENT,32000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1040710,  Borrower added on 11/26/11 > Have 3 credit cards that I don'st use and not planing to use. Need to pay them off and shred<br>,debt_consolidation,nodebt,327xx,FL,23.44,0,10/1/02,0,36,,12,0,11449,46.4,23,f,1,0,H
12000,12000, 60 months,13.98%,279.1,C,C3,MECHANICS BANK,8 years,MORTGAGE,56000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=583021,"  Borrower added on 09/20/10 > Additional Information: <br/><br/>I have worked in banking/finance for over fifteen years and with my current employer for eight years.  My employment is very stable, especially during contractions, as I handle troubled loans and have seen my volume steadily increase as a result of the weakened economic conditions.  I expect to graduate with a double major in finance and accounting mid next year and anticipate a respectable promotion at which time I should be able to make larger payments towards this loan.  Working for a financial institution and as a finance major I understand the importance of maintaining my credit and would not be allowed to work in my present position should I have any credit related delinquencies as I would not be viewed as qualified to manage our borrowers troubled credits.  I respective ask that you consider funding this loan to help me pay off my variable rate credit cards, whose rates have rose grossly in the past year, with a fixed rate.  Please feel free to email with any additional questions.  Best Regards.<br/> Borrower added on 09/27/10 > Correction to prior response regarding debts and interest rates:<br/><br/>The amount owed to Direct Merchants Bank is $4,600 (Not the $6,200 listed) and does not include Discover $800.00 @ 22.9% <br/><br/>Total: $11,400 (This amount is reflective of principal only as of the date of my last payment and does not include accrued interest)<br/><br/>Thanks<br/>",credit_card,CREDIT CARD CONSOLIDATION,945xx,CA,18.41,0,2/1/00,0,,109,14,1,13616,75.6,22,f,1,0,H
8000,8000, 60 months,16.82%,198.05,E,E2,sams club,10+ years,RENT,34000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=544216,  Borrower added on 07/08/10 > I have substantal medical bills that need to be paid<br/>,medical,snowy mountains,809xx,CO,12.19,0,10/1/02,2,71,80,8,1,6342,68.9,11,f,1,1,H
8000,8000, 36 months,11.86%,265.18,B,B5,Allison Arcuri,1 year,RENT,46875,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=526339,,other,Allison,117xx,NY,17.15,0,3/1/06,2,,,13,0,9839,23.9,13,f,1,0,H
12000,12000, 60 months,15.99%,291.76,D,D2,cPanel Inc,5 years,MORTGAGE,74000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=871731,  Borrower added on 09/02/11 > Consolidating bills after paying for a wedding that cost $10000.<br/>,wedding,wedding loan,774xx,TX,9.58,0,1/1/94,1,62,,8,0,21317,82.3,17,f,1,0,H
15000,15000, 36 months,14.42%,515.74,D,D2,KPMG LLP,2 years,RENT,57500,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=376902,"This loan is for our wedding. We are requesting $15,000 to cover the majority of the wedding expenses. We are more than able to pay monthly expenses, we just don't have $15,000 in savings because we are just starting out. We just moved to MD a little over a year ago. We are getting married in upstate NY, where we are both from and where our families still live. We have planned a beautiful wedding and can't wait until the day arrives. We just need a little cash to help us get there!! =)",wedding,Wedding Loan,208xx,MD,21.54,0,11/1/02,0,42,,12,0,4649,43.4,21,f,1,0,H
28000,28000, 36 months,7.49%,870.85,A,A4,"Lion Properties, LLC",3 years,MORTGAGE,75600,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=868007,"  Borrower added on 09/01/11 > strong, growing, contracting company, solid earnings<br/> Borrower added on 09/02/11 > - needs funds for equipment<br/>",small_business,Small Business,803xx,CO,9.35,0,12/1/86,2,,,7,0,23379,7.7,16,f,1,0,H
10000,10000, 36 months,10.38%,324.46,B,B1,McKesson Corporation,3 years,MORTGAGE,84000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=538645,  Borrower added on 07/06/10 > The purpose of this loan is for home improvements. My wife and I have lived in our home for over 8 years and have never been late on our mortgage or any other expense.<br/>,major_purchase,Hedgerose,366xx,AL,14.07,1,10/1/95,0,20,,9,0,12062,26.9,34,f,1,0,H
7200,7200, 36 months,8.90%,228.63,A,A5,System One,1 year,MORTGAGE,85000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=969878,,major_purchase,Credit Cards,160xx,PA,24.48,0,5/1/87,1,,,15,0,26449,63.3,28,f,1,0,H
12000,12000, 36 months,7.29%,372.12,A,A4,Consol Energy,6 years,RENT,69600,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=733432,  Borrower added on 04/19/11 > I am a reliable borrower that needs some extra money to take care of a few things.<br/> Borrower added on 04/25/11 > if anyone as any questions feel free to ask<br/><br/>thanks aaron<br/> Borrower added on 04/26/11 > I would like to thank all the investors for helping fund my loan<br/><br/>thanks Aaron<br/>,major_purchase,a loan,260xx,WV,5.71,0,10/1/99,2,,,5,0,0,0,26,f,1,0,H
13200,13200, 36 months,8.49%,416.64,A,A5,Johns Hopkins Bayview Medical Center,< 1 year,RENT,60000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=820266,"  Borrower added on 07/18/11 > A recent graduate of one of the nation's top universities, I've completed my degrees and unfortunately have the student loans to show for it!  I'm working full time at a world-renowned hospital as a healthcare professional and am eager to start my financial future on the right foot.  Please help me refinance what it took to get me through college so that I can pay off my loans and start saving/investing for the next big accomplishments in life.  Thank you so much for considering my loan, I promise that I'm a good investment!<br/>",credit_card,Credit Card Payoff,212xx,MD,28.54,0,1/1/02,0,,,9,0,0,0,16,f,1,0,H
5000,5000, 36 months,15.96%,175.69,C,C5,Major League Baseball Advanced Media,10+ years,RENT,98000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=892859,,moving,Moving,100xx,NY,14.36,0,2/1/98,1,43,,7,0,7900,66.7,14,f,1,0,H
4800,4800, 36 months,9.63%,154.06,B,B1,Moreno ent,6 years,RENT,44100,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=665860,"  Borrower added on 02/02/11 > I will be using the money to pay off 3 higher interest credit cards. I would like to pay off household bank $456.72, currently paying 12.9%. I have a visa balance of $776.73, currently paying 22.99%, and a second MasterCard balance of $3574.90, with a current interest rate of 24.99%. Thank You.<br/>",debt_consolidation,Loan 1,070xx,NJ,19.73,0,12/1/97,0,40,,7,0,1212,25.2,25,f,1,1,H
25000,25000, 36 months,12.42%,835.39,B,B4,precision plumbing,6 years,MORTGAGE,54996,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042904,,debt_consolidation,Debt Consolidation Loan,786xx,TX,11.78,0,11/1/98,0,25,,10,0,22085,65.1,27,f,1,0,H
15000,15000, 36 months,12.18%,499.5,B,B4,General Casualty Insurance,4 years,RENT,45400,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=475784,  Borrower added on 01/11/10 > I plan to use the funds to consolidate my debt.  I will use the money for this purpose only.  My goal is homeownership and would like to consolidate and pay off my debt to achieve this goal.  I am a good borrower because I pay my debts timely and I have a stable job which provides me adequate income to pay this loan off.<br/>,debt_consolidation,loan,535xx,WI,1.5,0,6/1/96,1,,,8,0,17516,84.6,18,f,1,0,H
5000,5000, 36 months,11.12%,163.98,B,B3,HealthCare Services Group,< 1 year,RENT,30159.96,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=596327,  Borrower added on 10/11/10 > wedding planning<br/>,debt_consolidation,Steve's Loan,240xx,VA,9.63,0,8/1/05,1,,,10,0,2670,35.6,10,f,1,0,H
6225,6225, 36 months,7.90%,194.79,A,A4,Activu corporation,10+ years,RENT,81000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=972373,  Borrower added on 09/30/11 > This loan is to cover the remainder of my originally requested amount which was not funded with the first loan. My first loan only received just under 80% funding.<br/>,debt_consolidation,Debt loan / 2nd part / remaining balance,078xx,NJ,24.3,0,11/1/99,0,,,8,0,17486,71.1,18,f,1,0,H
4000,4000, 36 months,7.14%,123.77,A,A3,Pillar Group,< 1 year,RENT,9600,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=577027,,debt_consolidation,Debt Consolidation Loan,112xx,NY,13.88,0,11/1/01,0,,,19,0,3448,30.2,25,f,1,0,H
25000,25000, 36 months,10.62%,814,B,B3,,10+ years,RENT,387840,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=494962,,credit_card,25k at 10+%,012xx,MA,5.9,0,7/1/94,0,,,10,0,155905,72.9,55,f,1,0,H
4800,4800, 60 months,15.21%,114.73,D,D2,,,MORTGAGE,33600,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=594069,,car,GOLF CART 1,347xx,FL,20.79,0,8/1/96,2,70,,13,0,1757,11.9,21,f,1,0,H
2000,2000, 36 months,7.90%,62.59,A,A4,Jpmorgan Chase,4 years,RENT,39600,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1064453,,credit_card,Refi,925xx,CA,5.09,0,10/1/98,0,,,8,0,2058,79.2,13,f,1,0,H
3000,3000, 36 months,11.86%,99.44,D,D1,Fairfield Manufacturing,2 years,MORTGAGE,36153,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=112496,I am currently paying for 2 car loans.  Mine which is $171.00/month and my girlfriends which is $226.25/month.  Together they are $397.25/month.  Both cars require full coverage insurance due to financing but neither car is worth much more than the deductible which makes full coverage a pointless expense.  My goal is to combine the payments into one loan and reduce the insurance coverage to liability on the vehicles.   This will do two things 1. reduce the minimum monthly payment allowing for extra savings for emergency purposes and 2. Reduce the overall cost of by decreasing the insurance costs.  I am gainfully employed in a manufacturing facility earning $2800 net per month.   Total Expenses:  $2571  Housing+Utilities+TV+Internet=$996 Food+Entertainment+Fuel=$633 Cars+Insurance=$530 Childcare=$412  After loan Expenses: $2211  Housing+Utilities+TV+Internet=$996 Food+Entertainment+Fuel=$633 Cars+Insurance=$170 Childcare=$412  The extra money that I receive monthly will be invested in my ING Direct account for a down payment on a 2007 Toyota Prius that will replace my aging gas guzzling 1996 Cadillac Sedan Deville. ,debt_consolidation,Merging 2 Accounts into one to save $$,479xx,IN,7.47,0,7/1/00,2,0,61,3,1,1064,70.9,6,f,1,0,H
10000,10000, 36 months,12.42%,334.16,B,B4,Dairy Best Inc,2 years,RENT,40000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1054203,  Borrower added on 12/05/11 > consolidating debt from school<br>,debt_consolidation,loan,982xx,WA,23.07,0,10/1/04,1,,,9,0,10717,67,13,f,1,0,H
17000,17000, 60 months,20.25%,452.77,F,F1,Stanley Black and Decker,10+ years,MORTGAGE,100650,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=767458,,debt_consolidation,Debt Consolidation,282xx,NC,10.27,0,7/1/98,0,38,,6,0,20863,75.5,19,f,1,1,H
6000,6000, 60 months,13.61%,138.4,C,C2,Jacobs Industrial Services,3 years,OWN,36000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=519261,  Borrower added on 06/10/10 > This loan is to pay off some higher interest credit cards.<br/>,debt_consolidation,Lending Club Loan,458xx,OH,19.87,0,10/1/99,2,,89,12,1,5814,35.9,37,f,1,0,H
4800,4800, 36 months,12.21%,159.92,B,B5,Sentara Health Care,10+ years,MORTGAGE,64000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=383557,Loan to pay off high interest credit card financed through dentist's office.,medical,Dental work,234xx,VA,16.72,1,3/1/89,3,20,,12,0,9878,56.4,47,f,1,0,H
3000,3000, 36 months,9.99%,96.79,B,B4,D.C. SUPERIOR COURT,10+ years,MORTGAGE,86004,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=646293,,other,Plumbing Repair,207xx,MD,19.13,0,10/1/91,1,34,,10,0,3020,52.1,46,f,1,0,H
25000,25000, 36 months,19.41%,921.6,F,F4,pechanga resort & casino,5 years,MORTGAGE,75000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=515070,"  Borrower added on 05/12/10 > I have additional income from wife receiving permament disability from social security of $1,070 per month and we receive $1,000 per month from relatives that live with us.<br/> Borrower added on 05/13/10 > I also own and operate a hot dog cart  in operation 4 days a week at dmv  and at festivals throughout the city of temecula.  net profit about 2500.00 per month which is shared by myself and sister-inlaw<br/> Borrower added on 05/13/10 > also co-own hot dog cart with sister in-law  net profit is around 2000.00 per month which is divided in half  name of business is the family hot dog cart.  We are licensed and have city and state permit to operate.  will be doing more city functions in future to earn more capital.  right now we are located near dmv in temecula ca.<br/> Borrower added on 05/13/10 > The profit from the hot dog cart is $2000.00 not $2500.00 i hit the wrong key.<br/> Borrower added on 05/21/10 > I WOULD LIKE TO THANK ALL OF YOU THAT TOOK THE TIME LOOKING OVER MY LOAN. WITH ONLY THREE DAYS LEFT TO FUND IT LOOKS LIKE I'M GOING TO COME UP SHORT, BUT I LOVE THE CONCEPT OF LENDING CLUB.<br/><br/>THANKS FOR ALL YOUR HELP<br/> Borrower added on 05/23/10 > down to last two days!!  thanks to all of you who have helped us.  much appreciated  and wont let you down !!    Eddie and Karen<br/>",credit_card,ec loan,925xx,CA,21.94,0,8/1/00,1,,100,11,1,6439,93.3,25,f,1,1,H
